rate	timestamp
7.12	2024-05-09 02:30:01
7.13	2024-05-09 02:35:02
7.13	2024-05-09 02:40:07
7.11	2024-05-09 02:45:02
7.11	2024-05-09 02:50:02
7.11	2024-05-09 02:55:01
7.09	2024-05-09 03:00:02
7.09	2024-05-09 03:05:02
7.09	2024-05-09 03:10:07
7.09	2024-05-09 03:15:02
7.09	2024-05-09 03:20:02
7.09	2024-05-09 03:25:02
7.06	2024-05-09 03:30:02
7.03	2024-05-09 03:35:01
7.04	2024-05-09 03:40:02
7.05	2024-05-09 03:45:01
7.05	2024-05-09 03:50:01
7.06	2024-05-09 03:55:02
7.06	2024-05-09 04:00:01
7.06	2024-05-09 04:05:02
7.06	2024-05-09 04:10:01
7.05	2024-05-09 04:15:01
7.06	2024-05-09 04:20:02
7.02	2024-05-09 04:25:02
6.97	2024-05-09 04:30:06
6.97	2024-05-09 04:35:02
6.98	2024-05-09 04:40:03
6.97	2024-05-09 04:45:02
6.98	2024-05-09 04:50:02
6.96	2024-05-09 04:55:01
6.96	2024-05-09 05:00:03
6.96	2024-05-09 05:05:01
6.96	2024-05-09 05:10:02
6.96	2024-05-09 05:15:02
6.94	2024-05-09 05:20:02
6.94	2024-05-09 05:25:01
6.97	2024-05-09 05:30:02
7.00	2024-05-09 05:35:02
7.01	2024-05-09 05:40:02
7.00	2024-05-09 05:45:01
6.99	2024-05-09 05:50:01
7.01	2024-05-09 05:55:01
6.99	2024-05-09 06:00:02
6.99	2024-05-09 06:05:02
6.99	2024-05-09 06:10:02
6.98	2024-05-09 06:15:01
6.96	2024-05-09 06:20:02
6.95	2024-05-09 06:25:01
6.98	2024-05-09 06:30:01
6.98	2024-05-09 06:35:02
7.01	2024-05-09 06:40:02
7.00	2024-05-09 06:45:02
6.99	2024-05-09 06:50:02
6.99	2024-05-09 06:55:01
6.99	2024-05-09 07:00:02
6.99	2024-05-09 07:05:02
6.99	2024-05-09 07:10:02
7.00	2024-05-09 07:15:02
7.02	2024-05-09 07:20:01
7.03	2024-05-09 07:25:02
7.00	2024-05-09 07:30:02
6.99	2024-05-09 07:35:02
6.99	2024-05-09 07:40:02
6.99	2024-05-09 07:45:02
6.99	2024-05-09 07:50:02
7.00	2024-05-09 07:55:07
7.01	2024-05-09 08:00:02
6.99	2024-05-09 08:05:02
6.98	2024-05-09 08:10:02
6.98	2024-05-09 08:15:02
6.98	2024-05-09 08:20:02
6.99	2024-05-09 08:25:07
6.99	2024-05-09 08:30:01
7.00	2024-05-09 08:35:02
7.00	2024-05-09 08:40:02
7.04	2024-05-09 08:45:01
7.05	2024-05-09 08:50:02
7.04	2024-05-09 08:55:02
7.04	2024-05-09 09:00:01
7.04	2024-05-09 09:05:01
7.04	2024-05-09 09:10:02
7.04	2024-05-09 09:15:02
7.04	2024-05-09 09:20:02
7.04	2024-05-09 09:25:02
7.02	2024-05-09 09:30:02
7.04	2024-05-09 09:35:02
7.01	2024-05-09 09:40:01
7.01	2024-05-09 09:45:02
7.01	2024-05-09 09:50:03
7.01	2024-05-09 09:55:01
7.02	2024-05-09 10:00:02
7.02	2024-05-09 10:05:02
7.02	2024-05-09 10:10:02
7.01	2024-05-09 10:15:01
7.00	2024-05-09 10:20:02
7.00	2024-05-09 10:25:01
7.00	2024-05-09 10:30:02
7.01	2024-05-09 10:35:02
7.01	2024-05-09 10:40:02
7.01	2024-05-09 10:45:02
7.02	2024-05-09 10:50:02
7.01	2024-05-09 10:55:02
7.01	2024-05-09 11:00:02
7.01	2024-05-09 11:05:01
7.01	2024-05-09 11:10:02
7.01	2024-05-09 11:15:01
7.01	2024-05-09 11:20:01
7.01	2024-05-09 11:25:02
6.99	2024-05-09 11:30:02
6.98	2024-05-09 11:35:02
6.99	2024-05-09 11:40:01
7.01	2024-05-09 11:45:02
7.01	2024-05-09 11:50:01
7.01	2024-05-09 11:55:02
7.02	2024-05-09 12:00:01
7.03	2024-05-09 12:05:02
7.04	2024-05-09 12:10:02
7.05	2024-05-09 12:15:02
7.06	2024-05-09 12:20:02
7.05	2024-05-09 12:25:02
7.05	2024-05-09 12:30:06
7.04	2024-05-09 12:35:03
7.05	2024-05-09 12:40:01
7.04	2024-05-09 12:45:02
7.04	2024-05-09 12:50:02
7.03	2024-05-09 12:55:02
7.04	2024-05-09 13:00:02
7.03	2024-05-09 13:05:02
7.03	2024-05-09 13:10:03
7.03	2024-05-09 13:15:02
7.02	2024-05-09 13:20:02
7.02	2024-05-09 13:25:02
7.03	2024-05-09 13:30:02
6.98	2024-05-09 15:00:03
6.98	2024-05-09 15:00:01
6.99	2024-05-09 15:05:01
6.98	2024-05-09 15:10:02
6.98	2024-05-09 15:15:02
6.98	2024-05-09 15:20:02
6.98	2024-05-09 15:25:02
6.97	2024-05-09 15:30:01
6.97	2024-05-09 15:35:02
6.96	2024-05-09 15:40:02
6.96	2024-05-09 15:45:02
6.96	2024-05-09 15:50:01
6.93	2024-05-09 15:55:02
6.92	2024-05-09 16:00:01
6.92	2024-05-09 16:05:01
6.92	2024-05-09 16:10:01
6.93	2024-05-09 16:15:02
6.92	2024-05-09 16:20:01
6.90	2024-05-09 16:25:01
6.89	2024-05-09 16:30:02
6.89	2024-05-09 16:35:01
6.89	2024-05-09 16:40:02
6.91	2024-05-09 16:45:01
6.91	2024-05-09 16:50:02
6.91	2024-05-09 16:55:01
6.90	2024-05-09 17:00:02
6.91	2024-05-09 17:05:02
6.92	2024-05-09 17:10:01
6.90	2024-05-09 17:15:02
6.92	2024-05-09 17:20:02
6.91	2024-05-09 17:25:01
6.92	2024-05-09 17:30:02
6.88	2024-05-09 17:35:02
6.88	2024-05-09 17:40:01
6.86	2024-05-09 17:45:02
6.85	2024-05-09 17:50:02
6.86	2024-05-09 17:55:01
6.86	2024-05-09 18:00:01
6.86	2024-05-09 18:05:02
6.86	2024-05-09 18:10:01
6.84	2024-05-09 18:15:02
